state_id,action,reward,category,hit_wall,repeat,success,d0,d1,delta_d
14,3,-0.7511587142944336,toward_goal,False,False,False,13,12,1
15,0,-0.880633533000946,wall,True,False,False,14,14,0
15,1,0.05424366518855095,toward_goal,False,False,False,14,13,1
15,2,-0.9947495460510254,wall,True,False,False,14,14,0
15,3,-0.036712054163217545,toward_goal,False,False,False,14,13,1
16,0,-0.9533043503761292,repeat,False,True,False,7,8,-1
16,1,-0.34245601296424866,toward_goal,False,False,False,7,6,1
16,2,-0.9973239302635193,away_goal,False,False,False,7,8,-1
16,3,-0.748420000076294,toward_goal,False,False,False,7,6,1
17,0,-0.9682742357254028,repeat,False,True,False,1,2,-1
17,1,-0.4402843713760376,wall,True,False,False,1,1,0
17,2,-0.9925884008407593,away_goal,False,False,False,1,2,-1
17,3,-0.7284846305847168,goal,False,False,True,1,0,1
18,0,-0.880633533000946,wall,True,False,False,14,14,0
18,1,0.05424366518855095,toward_goal,False,False,False,14,13,1
18,2,-0.9947495460510254,wall,True,False,False,14,14,0
18,3,-0.036712054163217545,toward_goal,False,False,False,14,13,1
19,0,-0.926857054233551,repeat,False,True,False,8,9,-1
19,1,-0.29669174551963806,toward_goal,False,False,False,8,7,1
19,2,-0.9965416789054871,away_goal,False,False,False,8,9,-1
19,3,-0.09852048009634018,toward_goal,False,False,False,8,7,1
20,0,-0.936843991279602,away_goal,False,False,False,1,2,-1
20,1,-0.5957939624786377,wall,True,False,False,1,1,0
20,2,-0.995518147945404,repeat,False,True,False,1,2,-1
20,3,-0.005073098000138998,goal,False,False,True,1,0,1
21,0,-0.880633533000946,wall,True,False,False,14,14,0
21,1,0.05424366518855095,toward_goal,False,False,False,14,13,1
21,2,-0.9947495460510254,wall,True,False,False,14,14,0
21,3,-0.036712054163217545,toward_goal,False,False,False,14,13,1
22,0,-0.9200952053070068,repeat,False,True,False,8,9,-1
22,1,0.0780773013830185,toward_goal,False,False,False,8,7,1
22,2,-0.9950488209724426,away_goal,False,False,False,8,9,-1
22,3,0.04829444736242294,toward_goal,False,False,False,8,7,1
23,0,-0.7854282855987549,repeat,False,True,False,1,2,-1
23,1,0.04004133120179176,wall,True,False,False,1,1,0
23,2,-0.9898739457130432,away_goal,False,False,False,1,2,-1
23,3,-0.32936763763427734,goal,False,False,True,1,0,1
24,0,-0.880633533000946,wall,True,False,False,14,14,0
24,1,0.05424366518855095,toward_goal,False,False,False,14,13,1
24,2,-0.9947495460510254,wall,True,False,False,14,14,0
24,3,-0.036712054163217545,toward_goal,False,False,False,14,13,1
25,0,-0.9692539572715759,repeat,False,True,False,10,11,-1
25,1,-0.03337500989437103,toward_goal,False,False,False,10,9,1
25,2,-0.9987428784370422,wall,True,False,False,10,10,0
25,3,-0.7646677494049072,repeat,False,True,False,10,9,1
26,0,-0.9864606857299805,repeat,False,True,False,8,9,-1
26,1,-0.2938111126422882,toward_goal,False,False,False,8,7,1
26,2,-0.9980859756469727,repeat,False,True,False,8,9,-1
26,3,-0.593707799911499,repeat,False,True,False,8,7,1
27,0,-0.880633533000946,wall,True,False,False,14,14,0
27,1,0.05424366518855095,toward_goal,False,False,False,14,13,1
27,2,-0.9947495460510254,wall,True,False,False,14,14,0
27,3,-0.036712054163217545,toward_goal,False,False,False,14,13,1
28,0,-0.9005181789398193,wall,True,False,False,14,14,0
28,1,-0.19821251928806305,toward_goal,False,False,False,14,13,1
28,2,-0.9895340204238892,wall,True,False,False,14,14,0
28,3,0.07727064937353134,repeat,False,True,False,14,13,1
29,0,-0.9483473896980286,wall,True,False,False,13,13,0
29,1,-0.6904325485229492,toward_goal,False,False,False,13,12,1
29,2,-0.9933768510818481,repeat,False,True,False,13,14,-1
29,3,-0.6834200620651245,toward_goal,False,False,False,13,12,1
30,0,-0.9248523116111755,wall,True,False,False,18,18,0
30,1,0.11789226531982422,toward_goal,False,False,False,18,17,1
30,2,-0.9984874725341797,wall,True,False,False,18,18,0
30,3,-0.3501383364200592,wall,True,False,False,18,18,0
31,0,-0.9430549144744873,wall,True,False,False,9,9,0
31,1,-0.11842239648103714,toward_goal,False,False,False,9,8,1
31,2,-0.9983625411987305,repeat,False,True,False,9,10,-1
31,3,-0.6889195442199707,wall,True,False,False,9,9,0
32,0,-0.8440563678741455,repeat,False,True,False,1,2,-1
32,1,-0.24312391877174377,wall,True,False,False,1,1,0
32,2,-0.9950929284095764,away_goal,False,False,False,1,2,-1
32,3,-0.2703498303890228,goal,False,False,True,1,0,1
33,0,-0.9248523116111755,wall,True,False,False,18,18,0
33,1,0.11789226531982422,toward_goal,False,False,False,18,17,1
33,2,-0.9984874725341797,wall,True,False,False,18,18,0
33,3,-0.3501383364200592,wall,True,False,False,18,18,0
34,0,-0.9430549144744873,wall,True,False,False,9,9,0
34,1,-0.11842239648103714,toward_goal,False,False,False,9,8,1
34,2,-0.9983625411987305,repeat,False,True,False,9,10,-1
34,3,-0.6889195442199707,wall,True,False,False,9,9,0
35,0,-0.8756346702575684,repeat,False,True,False,1,2,-1
35,1,-0.28755736351013184,wall,True,False,False,1,1,0
35,2,-0.9958901405334473,away_goal,False,False,False,1,2,-1
35,3,-0.2576797604560852,goal,False,False,True,1,0,1
36,0,-0.9248523116111755,wall,True,False,False,18,18,0
36,1,0.11789226531982422,toward_goal,False,False,False,18,17,1
36,2,-0.9984874725341797,wall,True,False,False,18,18,0
36,3,-0.3501383364200592,wall,True,False,False,18,18,0
37,0,-0.9059596061706543,repeat,False,True,False,8,9,-1
37,1,0.10010217130184174,toward_goal,False,False,False,8,7,1
37,2,-0.9971376061439514,wall,True,False,False,8,8,0
37,3,-0.1957496851682663,wall,True,False,False,8,8,0
38,0,-0.8858649730682373,repeat,False,True,False,1,2,-1
38,1,-0.28352153301239014,wall,True,False,False,1,1,0
38,2,-0.9962762594223022,away_goal,False,False,False,1,2,-1
38,3,-0.6187883615493774,goal,False,False,True,1,0,1
39,0,-0.9248523116111755,wall,True,False,False,18,18,0
39,1,0.11789226531982422,toward_goal,False,False,False,18,17,1
39,2,-0.9984874725341797,wall,True,False,False,18,18,0
39,3,-0.3501383364200592,wall,True,False,False,18,18,0
40,0,-0.97163325548172,wall,True,False,False,18,18,0
40,1,-0.242681622505188,repeat,False,True,False,18,17,1
40,2,-0.9996915459632874,wall,True,False,False,18,18,0
40,3,-0.6026012897491455,wall,True,False,False,18,18,0
41,0,-0.9425982236862183,repeat,False,True,False,15,14,1
41,1,0.08803044259548187,repeat,False,True,False,15,16,-1
41,2,-0.9990428686141968,repeat,False,True,False,15,16,-1
41,3,-0.6473414301872253,away_goal,False,False,False,15,16,-1
42,0,-0.9248523116111755,wall,True,False,False,18,18,0
42,1,0.11789226531982422,toward_goal,False,False,False,18,17,1
42,2,-0.9984874725341797,wall,True,False,False,18,18,0
42,3,-0.3501383364200592,wall,True,False,False,18,18,0
43,0,-0.8760476112365723,wall,True,False,False,18,18,0
43,1,0.19502998888492584,repeat,False,True,False,18,17,1
43,2,-0.9986279010772705,wall,True,False,False,18,18,0
43,3,-0.52171391248703,wall,True,False,False,18,18,0
44,0,-0.9410463571548462,repeat,False,True,False,17,18,-1
44,1,-0.46362510323524475,away_goal,False,False,False,17,18,-1
44,2,-0.9992967844009399,wall,True,False,False,17,17,0
44,3,-0.5174958109855652,toward_goal,False,False,False,17,16,1
45,0,-0.8055516481399536,wall,True,False,False,14,14,0
45,1,0.10105709731578827,toward_goal,False,False,False,14,13,1
45,2,-0.9458763599395752,wall,True,False,False,14,14,0
45,3,-0.8527443408966064,wall,True,False,False,14,14,0
46,0,-0.8788427114486694,away_goal,False,False,False,7,8,-1
46,1,0.02141621708869934,toward_goal,False,False,False,7,6,1
46,2,-0.9638609886169434,repeat,False,True,False,7,8,-1
46,3,-0.7831451892852783,wall,True,False,False,7,7,0
47,0,-0.9698934555053711,repeat,False,True,False,1,2,-1
47,1,-0.46792033314704895,goal,False,False,True,1,0,1
47,2,-0.9908699989318848,wall,True,False,False,1,1,0
47,3,-0.8827223181724548,wall,True,False,False,1,1,0
48,0,-0.8055516481399536,wall,True,False,False,14,14,0
48,1,0.10105709731578827,toward_goal,False,False,False,14,13,1
48,2,-0.9458763599395752,wall,True,False,False,14,14,0
48,3,-0.8527443408966064,wall,True,False,False,14,14,0
49,0,-0.8322600722312927,repeat,False,True,False,6,7,-1
49,1,-0.0267109964042902,toward_goal,False,False,False,6,5,1
49,2,-0.9486724138259888,wall,True,False,False,6,6,0
49,3,-0.8203117847442627,toward_goal,False,False,False,6,5,1
50,0,-0.9175779819488525,repeat,False,True,False,1,2,-1
50,1,0.002925383858382702,goal,False,False,True,1,0,1
50,2,-0.9781492948532104,wall,True,False,False,1,1,0
50,3,-0.8857083320617676,wall,True,False,False,1,1,0
51,0,-0.8055516481399536,wall,True,False,False,14,14,0
51,1,0.10105709731578827,toward_goal,False,False,False,14,13,1
51,2,-0.9458763599395752,wall,True,False,False,14,14,0
51,3,-0.8527443408966064,wall,True,False,False,14,14,0
52,0,-0.9618523716926575,away_goal,False,False,False,8,9,-1
52,1,-0.42643648386001587,wall,True,False,False,8,8,0
52,2,-0.9708371162414551,repeat,False,True,False,8,9,-1
52,3,-0.8713618516921997,repeat,False,True,False,8,7,1
53,0,-0.9861406683921814,repeat,False,True,False,1,2,-1
53,1,-0.76493901014328,goal,False,False,True,1,0,1
53,2,-0.9949476718902588,wall,True,False,False,1,1,0
53,3,-0.9537659883499146,wall,True,False,False,1,1,0
54,0,-0.8055516481399536,wall,True,False,False,14,14,0
54,1,0.10105709731578827,toward_goal,False,False,False,14,13,1
54,2,-0.9458763599395752,wall,True,False,False,14,14,0
54,3,-0.8527443408966064,wall,True,False,False,14,14,0
55,0,-0.8401058912277222,wall,True,False,False,8,8,0
55,1,-0.21542535722255707,toward_goal,False,False,False,8,7,1
55,2,-0.9492548108100891,repeat,False,True,False,8,9,-1
55,3,-0.8434775471687317,repeat,False,True,False,8,9,-1
56,0,-0.9611817598342896,wall,True,False,False,11,11,0
56,1,-0.5398806929588318,repeat,False,True,False,11,10,1
56,2,-0.9788376092910767,repeat,False,True,False,11,10,1
56,3,-0.9816182851791382,wall,True,False,False,11,11,0
57,0,-0.8055516481399536,wall,True,False,False,14,14,0
57,1,0.10105709731578827,toward_goal,False,False,False,14,13,1
57,2,-0.9458763599395752,wall,True,False,False,14,14,0
57,3,-0.8527443408966064,wall,True,False,False,14,14,0
58,0,-0.6095786094665527,wall,True,False,False,14,14,0
58,1,0.2492898851633072,repeat,False,True,False,14,13,1
58,2,-0.9364962577819824,wall,True,False,False,14,14,0
58,3,-0.8760833740234375,wall,True,False,False,14,14,0
59,0,-0.773436963558197,repeat,False,True,False,13,14,-1
59,1,-0.05265364050865173,wall,True,False,False,13,13,0
59,2,-0.9791103005409241,wall,True,False,False,13,13,0
59,3,-0.9208823442459106,toward_goal,False,False,False,13,12,1
